tag,aclnn_api,torch_npu_status,evidence,via_op_names,via_op_names_yaml_exec,via_op_names_src_scan,via_cpp_funcs,cpp_files,op_api_versions,direct_match_ops,suspected_fusion,remarks
all,aclnnForeachCopy,已接入,src_scan,_foreach_copy_,,_foreach_copy_,_foreach_copy_;exec_npu_cmd_copy,../op-plugin/op_plugin/ops/opapi/ForeachCopyKernelOpApi.cpp,"['v2.1', 'newest']",,True,src_only
all,aclnnForeachCos,已接入,src_scan,_foreach_cos;_foreach_cos_,,_foreach_cos;_foreach_cos_,_foreach_cos;_foreach_cos_;_split_and_exec_npu_cmd_cos,../op-plugin/op_plugin/ops/opapi/ForeachCosKernelNpuOpApi.cpp,all_version,_foreach_cos,False,shared_by_2_ops;src_only
all,aclnnForeachCosh,已接入,src_scan,_foreach_cosh;_foreach_cosh_,,_foreach_cosh;_foreach_cosh_,_foreach_cosh;_foreach_cosh_;_split_and_exec_npu_cmd_cosh,../op-plugin/op_plugin/ops/opapi/ForeachCoshKernelNpuOpApi.cpp,all_version,_foreach_cosh,False,shared_by_2_ops;src_only
all,aclnnForeachDivList,已接入,src_scan,_foreach_div.List;_foreach_div.Scalar;_foreach_div.ScalarList;_foreach_div_.List;_foreach_div_.Scalar;_foreach_div_.ScalarList,,_foreach_div.List;_foreach_div.Scalar;_foreach_div.ScalarList;_foreach_div_.List;_foreach_div_.Scalar;_foreach_div_.ScalarList,_foreach_div;_foreach_div_;_split_and_exec_npu_cmd_div,../op-plugin/op_plugin/ops/opapi/ForeachDivKernelNpuOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachDivScalar,已接入,src_scan,,,,_foreach_div_v1;_foreach_div_v1_,../op-plugin/op_plugin/ops/opapi/ForeachDivKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachDivScalarList,已接入,src_scan,_foreach_div.List;_foreach_div.Scalar;_foreach_div.ScalarList;_foreach_div_.List;_foreach_div_.Scalar;_foreach_div_.ScalarList,,_foreach_div.List;_foreach_div.Scalar;_foreach_div.ScalarList;_foreach_div_.List;_foreach_div_.Scalar;_foreach_div_.ScalarList,_foreach_div;_foreach_div_;_split_and_exec_npu_cmd_div_scalar_list,../op-plugin/op_plugin/ops/opapi/ForeachDivKernelNpuOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachDivScalarV2,已接入,src_scan,_foreach_div.List;_foreach_div.Scalar;_foreach_div.ScalarList;_foreach_div_.List;_foreach_div_.Scalar;_foreach_div_.ScalarList,,_foreach_div.List;_foreach_div.Scalar;_foreach_div.ScalarList;_foreach_div_.List;_foreach_div_.Scalar;_foreach_div_.ScalarList,_foreach_div;_foreach_div_;_split_and_exec_npu_cmd_div_scalar,../op-plugin/op_plugin/ops/opapi/ForeachDivKernelNpuOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachErf,已接入,src_scan,_foreach_erf;_foreach_erf_,,_foreach_erf;_foreach_erf_,_foreach_erf;_foreach_erf_;_split_and_exec_npu_cmd_erf,../op-plugin/op_plugin/ops/opapi/ForeachErfKernelNpuOpApi.cpp,all_version,_foreach_erf,False,shared_by_2_ops;src_only
all,aclnnForeachErfc,已接入,src_scan,_foreach_erfc;_foreach_erfc_,,_foreach_erfc;_foreach_erfc_,_foreach_erfc;_foreach_erfc_;_split_and_exec_npu_cmd_erfc,../op-plugin/op_plugin/ops/opapi/ForeachErfcKernelNpuOpApi.cpp,all_version,_foreach_erfc,False,shared_by_2_ops;src_only
all,aclnnForeachExp,已接入,src_scan,_foreach_exp;_foreach_exp_,,_foreach_exp;_foreach_exp_,_foreach_exp;_foreach_exp_;_split_and_exec_npu_cmd_exp,../op-plugin/op_plugin/ops/opapi/ForeachExpKernelNpuOpApi.cpp,all_version,_foreach_exp,False,shared_by_2_ops;src_only
all,aclnnForeachExpm1,已接入,src_scan,_foreach_expm1;_foreach_expm1_,,_foreach_expm1;_foreach_expm1_,_foreach_expm1;_foreach_expm1_;_split_and_exec_npu_cmd_expm1,../op-plugin/op_plugin/ops/opapi/ForeachExpm1KernelNpuOpApi.cpp,all_version,_foreach_expm1,False,shared_by_2_ops;src_only
all,aclnnForeachLerpList,已接入,src_scan,_foreach_lerp.List;_foreach_lerp.Scalar;_foreach_lerp_.List;_foreach_lerp_.Scalar,,_foreach_lerp.List;_foreach_lerp.Scalar;_foreach_lerp_.List;_foreach_lerp_.Scalar,_foreach_lerp;_foreach_lerp_,../op-plugin/op_plugin/ops/opapi/ForeachLerpListKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachLerpScalarKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_4_ops;src_only
all,aclnnForeachLerpScalar,已接入,src_scan,_foreach_lerp.List;_foreach_lerp.Scalar;_foreach_lerp_.List;_foreach_lerp_.Scalar,,_foreach_lerp.List;_foreach_lerp.Scalar;_foreach_lerp_.List;_foreach_lerp_.Scalar,_foreach_lerp;_foreach_lerp_;adaptToDouble,../op-plugin/op_plugin/ops/opapi/ForeachLerpListKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachLerpScalarKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_4_ops;src_only
all,aclnnForeachLog,已接入,src_scan,_foreach_log;_foreach_log_,,_foreach_log;_foreach_log_,_foreach_log;_foreach_log_;_split_and_exec_npu_cmd_log,../op-plugin/op_plugin/ops/opapi/ForeachLogKernelNpuOpApi.cpp,all_version,_foreach_log,False,shared_by_2_ops;src_only
all,aclnnForeachLog10,已接入,src_scan,_foreach_log10;_foreach_log10_,,_foreach_log10;_foreach_log10_,_foreach_log10;_foreach_log10_;_split_and_exec_npu_cmd_log10,../op-plugin/op_plugin/ops/opapi/ForeachLog10KernelNpuOpApi.cpp,all_version,_foreach_log10,False,shared_by_2_ops;src_only
all,aclnnForeachLog1p,已接入,src_scan,_foreach_log1p;_foreach_log1p_,,_foreach_log1p;_foreach_log1p_,_foreach_log1p;_foreach_log1p_;_split_and_exec_npu_cmd_log1p,../op-plugin/op_plugin/ops/opapi/ForeachLog1pKernelNpuOpApi.cpp,all_version,_foreach_log1p,False,shared_by_2_ops;src_only
all,aclnnForeachLog2,已接入,src_scan,_foreach_log2;_foreach_log2_,,_foreach_log2;_foreach_log2_,_foreach_log2;_foreach_log2_;_split_and_exec_npu_cmd_log2,../op-plugin/op_plugin/ops/opapi/ForeachLog2KernelNpuOpApi.cpp,all_version,_foreach_log2,False,shared_by_2_ops;src_only
all,aclnnForeachMaximumList,已接入,src_scan,_foreach_maximum.List;_foreach_maximum.Scalar;_foreach_maximum.ScalarList;_foreach_maximum_.List;_foreach_maximum_.Scalar;_foreach_maximum_.ScalarList,,_foreach_maximum.List;_foreach_maximum.Scalar;_foreach_maximum.ScalarList;_foreach_maximum_.List;_foreach_maximum_.Scalar;_foreach_maximum_.ScalarList,_foreach_maximum;_foreach_maximum_;_split_and_exec_npu_cmd_max,../op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",,True,shared_by_6_ops;src_only
all,aclnnForeachMaximumScalar,已接入,src_scan,,,,_foreach_maximum_v1;_foreach_maximum_v1_,../op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachMaximumScalarList,已接入,src_scan,_foreach_maximum.List;_foreach_maximum.Scalar;_foreach_maximum.ScalarList;_foreach_maximum_.List;_foreach_maximum_.Scalar;_foreach_maximum_.ScalarList,,_foreach_maximum.List;_foreach_maximum.Scalar;_foreach_maximum.ScalarList;_foreach_maximum_.List;_foreach_maximum_.Scalar;_foreach_maximum_.ScalarList,_foreach_maximum;_foreach_maximum_;_split_and_exec_npu_cmd_max_scalar_list,../op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",,True,shared_by_6_ops;src_only
all,aclnnForeachMaximumScalarV2,已接入,src_scan,_foreach_maximum.List;_foreach_maximum.Scalar;_foreach_maximum.ScalarList;_foreach_maximum_.List;_foreach_maximum_.Scalar;_foreach_maximum_.ScalarList,,_foreach_maximum.List;_foreach_maximum.Scalar;_foreach_maximum.ScalarList;_foreach_maximum_.List;_foreach_maximum_.Scalar;_foreach_maximum_.ScalarList,_foreach_maximum;_foreach_maximum_;_split_and_exec_npu_cmd_max_scalar,../op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",,True,shared_by_6_ops;src_only
all,aclnnForeachMinimumList,已接入,src_scan,_foreach_minimum.List;_foreach_minimum.Scalar;_foreach_minimum.ScalarList;_foreach_minimum_.List;_foreach_minimum_.Scalar;_foreach_minimum_.ScalarList,,_foreach_minimum.List;_foreach_minimum.Scalar;_foreach_minimum.ScalarList;_foreach_minimum_.List;_foreach_minimum_.Scalar;_foreach_minimum_.ScalarList,_foreach_minimum;_foreach_minimum_;_split_and_exec_npu_cmd_min,../op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",,True,shared_by_6_ops;src_only
all,aclnnForeachMinimumScalar,已接入,src_scan,,,,_foreach_minimum_v1;_foreach_minimum_v1_,../op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachMinimumScalarList,已接入,src_scan,_foreach_minimum.List;_foreach_minimum.Scalar;_foreach_minimum.ScalarList;_foreach_minimum_.List;_foreach_minimum_.Scalar;_foreach_minimum_.ScalarList,,_foreach_minimum.List;_foreach_minimum.Scalar;_foreach_minimum.ScalarList;_foreach_minimum_.List;_foreach_minimum_.Scalar;_foreach_minimum_.ScalarList,_foreach_minimum;_foreach_minimum_;_split_and_exec_npu_cmd_min_scalar_list,../op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",,True,shared_by_6_ops;src_only
all,aclnnForeachMinimumScalarV2,已接入,src_scan,_foreach_minimum.List;_foreach_minimum.Scalar;_foreach_minimum.ScalarList;_foreach_minimum_.List;_foreach_minimum_.Scalar;_foreach_minimum_.ScalarList,,_foreach_minimum.List;_foreach_minimum.Scalar;_foreach_minimum.ScalarList;_foreach_minimum_.List;_foreach_minimum_.Scalar;_foreach_minimum_.ScalarList,_foreach_minimum;_foreach_minimum_;_split_and_exec_npu_cmd_min_scalar,../op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp,"['v2.1', 'newest'];all_version",,True,shared_by_6_ops;src_only
all,aclnnForeachMulList,已接入,src_scan,_foreach_mul.List;_foreach_mul.Scalar;_foreach_mul.ScalarList;_foreach_mul_.List;_foreach_mul_.Scalar;_foreach_mul_.ScalarList,,_foreach_mul.List;_foreach_mul.Scalar;_foreach_mul.ScalarList;_foreach_mul_.List;_foreach_mul_.Scalar;_foreach_mul_.ScalarList,_foreach_mul;_foreach_mul_;_split_and_exec_npu_cmd_mul,../op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachMulScalarKernelOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachMulScalar,已接入,src_scan,,,,_foreach_mul_v1;_foreach_mul_v1_,../op-plugin/op_plugin/ops/opapi/ForeachMulScalarKernelOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachMulScalarList,已接入,src_scan,_foreach_mul.List;_foreach_mul.Scalar;_foreach_mul.ScalarList;_foreach_mul_.List;_foreach_mul_.Scalar;_foreach_mul_.ScalarList,,_foreach_mul.List;_foreach_mul.Scalar;_foreach_mul.ScalarList;_foreach_mul_.List;_foreach_mul_.Scalar;_foreach_mul_.ScalarList,_foreach_mul;_foreach_mul_;_split_and_exec_npu_cmd_mul_scalarlist,../op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachMulScalarKernelOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachMulScalarV2,已接入,src_scan,_foreach_mul.List;_foreach_mul.Scalar;_foreach_mul.ScalarList;_foreach_mul_.List;_foreach_mul_.Scalar;_foreach_mul_.ScalarList,,_foreach_mul.List;_foreach_mul.Scalar;_foreach_mul.ScalarList;_foreach_mul_.List;_foreach_mul_.Scalar;_foreach_mul_.ScalarList,_foreach_mul;_foreach_mul_;_split_and_exec_npu_cmd_mul,../op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachMulScalarKernelOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachNeg,已接入,src_scan,_foreach_neg;_foreach_neg_,,_foreach_neg;_foreach_neg_,_foreach_neg;_foreach_neg_;_split_and_exec_npu_cmd_neg,../op-plugin/op_plugin/ops/opapi/ForeachNegKernelNpuOpApi.cpp,all_version,_foreach_neg,False,shared_by_2_ops;src_only
all,aclnnForeachNonFiniteCheckAndUnscale,已接入,src_scan,,,,_split_and_exec_npu_cmd_,../op-plugin/op_plugin/ops/opapi/AmpForeachNonFiniteCheckAndUnscaleKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachNorm,已接入,src_scan,_foreach_norm.Scalar,,_foreach_norm.Scalar,_foreach_norm;_split_and_exec_npu_cmd_norm,../op-plugin/op_plugin/ops/opapi/ForeachNormKernelOpApi.cpp,"['v2.4', 'newest']",_foreach_norm.Scalar,False,src_only
all,aclnnForeachPowList,已接入,src_scan,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList;_foreach_pow_.List;_foreach_pow_.Scalar;_foreach_pow_.ScalarList,,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList;_foreach_pow_.List;_foreach_pow_.Scalar;_foreach_pow_.ScalarList,_foreach_pow;_foreach_pow_;_split_and_exec_npu_cmd_pow,../op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarAndTensorKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_7_ops;src_only
all,aclnnForeachPowScalar,已接入,src_scan,,,,_foreach_pow_v1;_foreach_pow_v1_,../op-plugin/op_plugin/ops/opapi/ForeachPowScalarKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachPowScalarAndTensor,已接入,src_scan,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList,,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList,_foreach_pow;_split_and_exec_npu_cmd_pow_scalar,../op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarAndTensorKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_4_ops;src_only
all,aclnnForeachPowScalarList,已接入,src_scan,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList;_foreach_pow_.List;_foreach_pow_.Scalar;_foreach_pow_.ScalarList,,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList;_foreach_pow_.List;_foreach_pow_.Scalar;_foreach_pow_.ScalarList,_foreach_pow;_foreach_pow_;_split_and_exec_npu_cmd_pow_scalarlist,../op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarAndTensorKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_7_ops;src_only
all,aclnnForeachPowScalarV2,已接入,src_scan,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList;_foreach_pow_.List;_foreach_pow_.Scalar;_foreach_pow_.ScalarList,,_foreach_pow.List;_foreach_pow.Scalar;_foreach_pow.ScalarAndTensor;_foreach_pow.ScalarList;_foreach_pow_.List;_foreach_pow_.Scalar;_foreach_pow_.ScalarList,_foreach_pow;_foreach_pow_;_split_and_exec_npu_cmd_pow_kernel,../op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarAndTensorKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachPowScalarKernelNpuOpApi.cpp,"['v2.1', 'newest']",,True,shared_by_7_ops;src_only
all,aclnnForeachReciprocal,已接入,src_scan,_foreach_reciprocal;_foreach_reciprocal_,,_foreach_reciprocal;_foreach_reciprocal_,_foreach_reciprocal;_foreach_reciprocal_;_split_and_exec_npu_cmd_reciprocal,../op-plugin/op_plugin/ops/opapi/ForeachReciprocalKernelNpuOpApi.cpp,all_version,_foreach_reciprocal,False,shared_by_2_ops;src_only
all,aclnnForeachRoundOffNumber,已接入,src_scan,,,,exec_npu_cmd_v2;exec_npu_cmd_v2_,../op-plugin/op_plugin/ops/opapi/ForeachRoundOffNumberKernelNpuOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachRoundOffNumberV2,已接入,src_scan,_foreach_ceil;_foreach_ceil_;_foreach_floor;_foreach_floor_;_foreach_frac;_foreach_frac_;_foreach_round;_foreach_round_;_foreach_trunc;_foreach_trunc_,,_foreach_ceil;_foreach_ceil_;_foreach_floor;_foreach_floor_;_foreach_frac;_foreach_frac_;_foreach_round;_foreach_round_;_foreach_trunc;_foreach_trunc_,_foreach_ceil;_foreach_ceil_;_foreach_floor;_foreach_floor_;_foreach_frac;_foreach_frac_;_foreach_round;_foreach_round_;...(+3),../op-plugin/op_plugin/ops/opapi/ForeachRoundOffNumberKernelNpuOpApi.cpp,all_version,,True,shared_by_10_ops;src_only
all,aclnnForeachSigmoid,已接入,src_scan,_foreach_sigmoid;_foreach_sigmoid_,,_foreach_sigmoid;_foreach_sigmoid_,_foreach_sigmoid;_foreach_sigmoid_;_split_and_exec_npu_cmd_sigmoid,../op-plugin/op_plugin/ops/opapi/ForeachSigmoidKernelOpApi.cpp,all_version,_foreach_sigmoid,False,shared_by_2_ops;src_only
all,aclnnForeachSign,已接入,src_scan,_foreach_sign;_foreach_sign_,,_foreach_sign;_foreach_sign_,_foreach_sign;_foreach_sign_;_split_and_exec_npu_cmd_sign,../op-plugin/op_plugin/ops/opapi/ForeachSignKernelNpuOpApi.cpp,"['v2.1', 'newest']",_foreach_sign,False,shared_by_2_ops;src_only
all,aclnnForeachSin,已接入,src_scan,_foreach_sin;_foreach_sin_,,_foreach_sin;_foreach_sin_,_foreach_sin;_foreach_sin_;_split_and_exec_npu_cmd_sin,../op-plugin/op_plugin/ops/opapi/ForeachSinKernelNpuOpApi.cpp,all_version,_foreach_sin,False,shared_by_2_ops;src_only
all,aclnnForeachSinh,已接入,src_scan,_foreach_sinh;_foreach_sinh_,,_foreach_sinh;_foreach_sinh_,_foreach_sinh;_foreach_sinh_;_split_and_exec_npu_cmd_sinh,../op-plugin/op_plugin/ops/opapi/ForeachSinhKernelNpuOpApi.cpp,all_version,_foreach_sinh,False,shared_by_2_ops;src_only
all,aclnnForeachSqrt,已接入,src_scan,_foreach_sqrt;_foreach_sqrt_,,_foreach_sqrt;_foreach_sqrt_,_foreach_sqrt;_foreach_sqrt_;_split_and_exec_npu_cmd_sqrt,../op-plugin/op_plugin/ops/opapi/ForeachSqrtKernelNpuOpApi.cpp,all_version,_foreach_sqrt,False,shared_by_2_ops;src_only
all,aclnnForeachSubList,已接入,src_scan,,,,_foreach_sub_v1;_foreach_sub_v1_,../op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachSubScalarInplaceKernelOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachSubListV2,已接入,src_scan,_foreach_sub.List;_foreach_sub.Scalar;_foreach_sub.ScalarList;_foreach_sub_.List;_foreach_sub_.Scalar;_foreach_sub_.ScalarList,,_foreach_sub.List;_foreach_sub.Scalar;_foreach_sub.ScalarList;_foreach_sub_.List;_foreach_sub_.Scalar;_foreach_sub_.ScalarList,_foreach_sub;_foreach_sub_;_split_and_exec_npu_cmd_sub,../op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachSubScalarInplaceKernelOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachSubScalar,已接入,src_scan,,,,_foreach_sub_v1;_foreach_sub_v1_,../op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachSubScalarInplaceKernelOpApi.cpp,,,True,src_only;src_hit_but_op_name_unresolved
all,aclnnForeachSubScalarList,已接入,src_scan,_foreach_sub.List;_foreach_sub.Scalar;_foreach_sub.ScalarList;_foreach_sub_.List;_foreach_sub_.Scalar;_foreach_sub_.ScalarList,,_foreach_sub.List;_foreach_sub.Scalar;_foreach_sub.ScalarList;_foreach_sub_.List;_foreach_sub_.Scalar;_foreach_sub_.ScalarList,_foreach_sub;_foreach_sub_;_split_and_exec_npu_cmd_sub_scalarlist,../op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachSubScalarInplaceKernelOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachSubScalarV2,已接入,src_scan,_foreach_sub.List;_foreach_sub.Scalar;_foreach_sub.ScalarList;_foreach_sub_.List;_foreach_sub_.Scalar;_foreach_sub_.ScalarList,,_foreach_sub.List;_foreach_sub.Scalar;_foreach_sub.ScalarList;_foreach_sub_.List;_foreach_sub_.Scalar;_foreach_sub_.ScalarList,_foreach_sub;_foreach_sub_;_split_and_exec_npu_cmd_sub_scalar,../op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp;../op-plugin/op_plugin/ops/opapi/ForeachSubScalarInplaceKernelOpApi.cpp,all_version,,True,shared_by_6_ops;src_only
all,aclnnForeachTan,已接入,src_scan,_foreach_tan;_foreach_tan_,,_foreach_tan;_foreach_tan_,_foreach_tan;_foreach_tan_;_split_and_exec_npu_cmd_tan,../op-plugin/op_plugin/ops/opapi/ForeachTanKernelNpuOpApi.cpp,all_version,_foreach_tan,False,shared_by_2_ops;src_only
all,aclnnForeachTanh,已接入,src_scan,_foreach_tanh;_foreach_tanh_,,_foreach_tanh;_foreach_tanh_,_foreach_tanh;_foreach_tanh_;_split_and_exec_npu_cmd_tanh,../op-plugin/op_plugin/ops/opapi/ForeachTanhKernelNpuOpApi.cpp,all_version,_foreach_tanh,False,shared_by_2_ops;src_only
all,aclnnForeachZeroInplace,已接入,src_scan,_foreach_zero_,,_foreach_zero_,_foreach_zero_;_split_and_exec_npu_cmd_zero,../op-plugin/op_plugin/ops/opapi/ForeachZeroInplaceKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnFrac,已接入,yaml_exec,frac;frac.out,frac;frac.out,,,,all_version,frac;frac.out,False,shared_by_2_ops;yaml_only
all,aclnnFusedCrossEntropyLossWithMaxSum,已接入,src_scan,fused_cross_entropy_loss_with_max_sum,,fused_cross_entropy_loss_with_max_sum,fused_cross_entropy_loss_with_max_sum,../op-plugin/op_plugin/ops/opapi/FusedLinearCrossEntropyLossKernelNpuOpApi.cpp,all_version,fused_cross_entropy_loss_with_max_sum,False,src_only
all,aclnnFusedInferAttentionScore,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnFusedInferAttentionScoreV2,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnFusedInferAttentionScoreV3,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnFusedInferAttentionScoreV4,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnFusedLinearCrossEntropyLossGrad,已接入,src_scan,fused_linear_cross_entropy_loss_with_max_sum_grad,,fused_linear_cross_entropy_loss_with_max_sum_grad,fused_linear_cross_entropy_loss_with_max_sum_grad,../op-plugin/op_plugin/ops/opapi/FusedLinearCrossEntropyLossKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnFusedLinearOnlineMaxSum,已接入,src_scan,fused_linear_online_max_sum,,fused_linear_online_max_sum,fused_linear_online_max_sum,../op-plugin/op_plugin/ops/opapi/FusedLinearCrossEntropyLossKernelNpuOpApi.cpp,all_version,fused_linear_online_max_sum,False,src_only
all,aclnnGather,已接入,src_scan,gather;gather.dimname;gather.dimname_out;gather.out,,gather;gather.dimname;gather.dimname_out;gather.out,gather;gather_out,../op-plugin/op_plugin/ops/opapi/GatherKernelNpuOpApi.cpp,all_version,gather;gather.dimname;gather.dimname_out;gather.out,False,shared_by_4_ops;src_only
all,aclnnGatherNd,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnGatherPaKvCache,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnGatherV2,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnGatherV3,已接入,yaml_exec,npu_gather_sparse_index,npu_gather_sparse_index,,,,all_version,,True,yaml_only
all,aclnnGcd,已接入,yaml_exec,gcd.out,gcd.out,,,,all_version,gcd.out,False,yaml_only
all,aclnnGeGlu,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnGeGluBackward,未接入,,,,,,,,,False,no_yaml_exec_and_no_src_scan_hit
all,aclnnGeGluV3,已接入,src_scan,npu_geglu,,npu_geglu,npu_geglu,../op-plugin/op_plugin/ops/opapi/GeGluKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnGeGluV3Backward,已接入,src_scan,npu_geglu_grad,,npu_geglu_grad,npu_geglu_grad,../op-plugin/op_plugin/ops/opapi/GeGluKernelNpuOpApi.cpp,all_version,,True,src_only
all,aclnnGeScalar,已接入,src_scan,ge.Scalar;ge.Scalar_out;ge.Tensor;ge.Tensor_out,,ge.Scalar;ge.Scalar_out;ge.Tensor;ge.Tensor_out,ge;ge_out,../op-plugin/op_plugin/ops/opapi/GeKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnGeTensor,已接入,src_scan,ge.Scalar;ge.Scalar_out;ge.Tensor;ge.Tensor_out,,ge.Scalar;ge.Scalar_out;ge.Tensor;ge.Tensor_out,ge;ge_out,../op-plugin/op_plugin/ops/opapi/GeKernelNpuOpApi.cpp,all_version,,True,shared_by_4_ops;src_only
all,aclnnGelu,已接入,src_scan,gelu,,gelu,gelu,../op-plugin/op_plugin/ops/opapi/GeluKernelNpuOpApi.cpp,"['v2.1', 'newest']",gelu,False,src_only
all,aclnnGeluBackward,已接入,src_scan,gelu_backward,,gelu_backward,gelu_backward,../op-plugin/op_plugin/ops/opapi/GeluBackwardKernelNpuOpApi.cpp,"['v2.1', 'newest']",gelu_backward,False,src_only
